public.checkout.errors.PROMOTION_NOT_ELIGIBLE,A promotion is selected but it is not eligible,Se selecciona una promoción pero no es elegible,Une promotion est sélectionnée mais n'est pas éligible,"Eine Aktion ist ausgewählt, aber nicht förderfähig",È stata selezionata una promozione ma non è idonea,"Uma promoção foi selecionada, mas não é elegível","Er is een promotie geselecteerd, maar deze komt niet in aanmerking",Η προσφορά που επιλέχθηκε δεν είναι έγκυρη,"Акция выбрана, но не соответствует требованиям",Bir promosyon seçildi ancak uygun değil,프로모션이 선택되었지만 사용할 수 없습니다.,Chương trình khuyến mại được chọn nhưng không đủ điều kiện,"एक पदोन्नति का चयन किया जाता है, लेकिन यह पात्र नहीं है",选择了促销，但没有资格,選択されたプロモーションは対象外です,"Odabrana je promocija, ali ona ne ispunjava uvjete","Промоција је изабрана, али не испуњава услове","Избрана е промоция, но тя не отговаря на условията","Избрана е промоција, но не е подобна","Je vybrána propagace, ale není způsobilá","En kampagne er valgt, men den er ikke kvalificeret","Tarjous on valittu, mutta se ei ole kelvollinen","En kampanje er valgt, men den er ikke kvalifisert",En kampanj har valts men den är inte berättigad,পদোন্নতি নির্বাচন করা হয়েছে তবে এটি যোগ্য নয়,"Kiválasztott egy promóciót, de nem alkalmas",Promosi dipilih tetapi tidak memenuhi syarat,"Este selectată o promoție, dar nu este eligibilă","Вибрано заохочення, але воно не відповідає вимогам","Promocja została wybrana, ale nie kwalifikuje się","Odabrana je promocija, ali ona ne ispunjava uvjete","Akcija ir atlasīta, taču tā nav piemērota",Napili ang isang promosyon ngunit hindi ito karapat-dapat,पदोन्नती निवडली गेली आहे परंतु ती पात्र नाही,પ્રમોશન પસંદ થયેલ છે પરંતુ તે પાત્ર નથી,تبلیغاتی انتخاب شده اما واجد شرایط نیست,تم تحديد ترقية ولكنها غير مؤهلة,נבחר קידום מכירות אך אינו זכאי,تشہیر منتخب کی گئی ہے لیکن وہ اہل نہیں ہے
public.checkout.errors.offersUnavailableExplanation,The below items are not available at the date and time you specified. Please click on update the order to remove them from your order order,Los siguientes elementos no están disponibles en la fecha y hora que especificó. Haga clic en actualizar el pedido para eliminarlos de su pedido.,Les éléments ci-dessous ne sont pas disponibles à la date et à l'heure que vous avez spécifiées. Veuillez cliquer sur mettre à jour la commande pour les supprimer de votre commande,"Die folgenden Elemente sind zu dem von Ihnen angegebenen Datum und der angegebenen Uhrzeit nicht verfügbar. Bitte klicken Sie auf Bestellung aktualisieren, um sie aus Ihrer Bestellung zu entfernen",Gli elementi seguenti non sono disponibili alla data e all'ora specificate. Fare clic su Aggiorna l'ordine per rimuoverli dall'ordine,Os itens abaixo não estão disponíveis na data e hora que você especificou. Clique em atualizar o pedido para removê-los do seu pedido,De onderstaande items zijn niet beschikbaar op de door u opgegeven datum en tijd. Klik op de bestelling bijwerken om ze uit uw bestelling te verwijderen,Τα παρακάτω είδη δεν είναι διαθέσιμα κατά την επιθυμητή ημερομηνία και την ώρα. Κάνε κλικ στην ενημέρωση της παραγγελίας για να τα αφαιρέσεις από την παραγγελία σου,"Перечисленные ниже элементы недоступны в указанные вами дату и время. Пожалуйста, нажмите на обновление заказа, чтобы удалить их из вашего заказа.",Aşağıdaki öğeler belirttiğiniz tarih ve saatte mevcut değildir. Bunları siparişinizden çıkarmak için lütfen siparişi güncelle üzerine tıklayın,아래 항목은 지정한 날짜 및 시간에 사용할 수 없습니다. 주문에서 제거하려면 주문 업데이트를 클릭하십시오.,Các mục dưới đây không có sẵn vào ngày và giờ bạn đã chỉ định. Vui lòng nhấp vào cập nhật đơn đặt hàng để xóa chúng khỏi đơn đặt hàng của bạn,आपके द्वारा निर्दिष्ट तिथि और समय पर नीचे दिए गए आइटम उपलब्ध नहीं हैं। कृपया अपने आदेश क्रम से उन्हें हटाने के लिए आदेश को अपडेट करें पर क्लिक करें,以下项目在您指定的日期和时间不可用。请点击更新订单以将其从您的订单中删除,以下の商品は、ご指定の日時にはご利用いただけません。注文の更新をクリックして、注文から削除してください,Stavke u nastavku nisu dostupne u datum i vrijeme koje ste naveli. Kliknite na ažuriraj narudžbu da biste ih uklonili iz narudžbe,Ставке у наставку нису доступне у датум и време које сте навели. Кликните на ажурирај поруџбину да бисте их уклонили из поруџбине,"Елементите по-долу не са налични към датата и часа, които сте посочили. Моля, кликнете върху актуализиране на поръчката, за да ги премахнете от поръчката си","Подолу, ставките не се достапни на датумот и времето што ги наведовте. Кликнете на ажурирање на нарачката за да ги отстраните од нарачката","Níže uvedené položky nejsou k dispozici v den a čas, který jste zadali. Kliknutím na aktualizaci objednávky je odeberete z objednávky","Nedenstående punkter er ikke tilgængelige på den dato og det tidspunkt, du har angivet. Klik på opdater ordren for at fjerne dem fra din ordreordre",Alla olevat kohteet eivät ole käytettävissä määrittämäsi päivämääränä ja kellonaikana. Napsauta päivittää tilaus poistaaksesi ne tilaustasi,Elementene nedenfor er ikke tilgjengelige på datoen og tidspunktet du spesifiserte. Klikk på oppdater bestillingen for å fjerne dem fra bestillingen,Nedanstående artiklar är inte tillgängliga vid det datum och den tid du angav. Klicka på uppdatera beställningen för att ta bort dem från din beställning,নীচের আইটেমগুলি আপনার নির্দিষ্ট তারিখ এবং সময় উপলভ্য নয়। আপনার অর্ডার অর্ডার থেকে সেগুলি সরাতে দয়া করে অর্ডার আপডেট করতে ক্লিক করুন,"Az alábbi elemek nem állnak rendelkezésre a megadott dátumon és időpontban. Kattintson a megrendelés frissítésére, hogy eltávolítsa őket a rendelésből",Item di bawah ini tidak tersedia pada tanggal dan waktu yang Anda tentukan. Harap klik perbarui pesanan untuk menghapusnya dari pesanan Anda,Articolele de mai jos nu sunt disponibile la data și ora specificate. Vă rugăm să faceți clic pe actualizați comanda pentru a le elimina din comanda dvs.,"Вказані нижче дати та час недоступні нижче. Клацніть на оновити замовлення, щоб видалити їх із замовлення","Poniższe elementy nie są dostępne w podanym dniu i godzinie. Kliknij aktualizację zamówienia, aby usunąć je z zamówienia",Stavke u nastavku nisu dostupne u datum i vrijeme koje ste naveli. Kliknite na ažuriraj narudžbu da biste ih uklonili iz narudžbe,"Tālāk norādītie vienumi jūsu norādītajā datumā un laikā nav pieejami. Lūdzu, noklikšķiniet uz atjaunināt pasūtījumu, lai tos noņemtu no pasūtījuma",Ang mga item sa ibaba ay hindi magagamit sa petsa at oras na iyong tinukoy. Mangyaring mag-click sa i-update ang order upang alisin ang mga ito mula sa iyong order ng order,आपण निर्दिष्ट केलेल्या तारखेला आणि वेळेस खाली दिलेल्या वस्तू उपलब्ध नाहीत. कृपया आपल्या ऑर्डर ऑर्डरमधून त्यांना काढून टाकण्यासाठी ऑर्डर अद्यतनित करा वर क्लिक करा,નીચે આપેલી આઇટમ્સ તમે ઉલ્લેખિત તારીખ અને સમય પર ઉપલબ્ધ નથી. કૃપા કરીને તમારા ઓર્ડરના હુકમથી તેમને દૂર કરવા માટે updateર્ડરને અપડેટ કરો પર ક્લિક કરો,موارد زیر در تاریخ و ساعت مشخص شده شما در دسترس نیستند. لطفاً بر روی به روزرسانی سفارش کلیک کنید تا آنها از سفارش خود حذف شوند,العناصر أدناه غير متوفرة في التاريخ والوقت اللذين حددتهما. الرجاء النقر فوق تحديث الطلب لإزالتها من طلبك,הפריטים שלהלן אינם זמינים בתאריך ובשעה שציינת. אנא לחץ על עדכן ההזמנה כדי להסיר אותם מהזמנת ההזמנה שלך,ذیل میں اشیا آپ کی تاریخ اور وقت پر دستیاب نہیں ہیں۔ براہ کرم انہیں اپنے آرڈر آرڈر سے ہٹانے کے لئے آرڈر کو اپ ڈیٹ کرنے پر کلک کریں
public.checkout.updateOrder,Update order,Orden de actualización,Mise à jour de la commande,Bestellung aktualisieren,Aggiorna l'ordine,Atualizar pedido,Order bijwerken,Ενημέρωση παραγγελίας,Порядок обновления,Siparişi güncelle,주문 업데이트,Để cập nhật,आर्डर का अद्यतन करें,更新订单,注文を更新,Ažuriraj redoslijed,Ажурирање налога,Актуализиране на поръчката,Ажурирајте ја нарачката,Aktualizovat objednávku,Opdater ordre,Päivitä tilaus,Oppdater ordren,Uppdatera order,আপডেট আদেশ,Rendelés frissítése,Perbarui pesanan,Actualizați comanda,Оновити замовлення,Zaktualizuj zamówienie,Ažuriraj redoslijed,Atjaunināt pasūtījumu,I-update ang order,ऑर्डर अद्यतनित करा,Updateર્ડર અપડેટ કરો,سفارش به روز کنید,أجل التحديث,עדכן הזמנה,تازہ کاری کا حکم
public.checkout.errors.offersOutOfStockExplanation,There are not enough items available,No hay suficientes elementos disponibles,Il n'y a pas assez d'articles disponibles,Es sind nicht genügend Artikel verfügbar,Non ci sono abbastanza articoli disponibili,Não há itens suficientes disponíveis,Er zijn niet genoeg artikelen beschikbaar,Κάποια από τα επιλεγμένα είδη δεν είναι διαθέσιμα,Недостаточно товаров,Yeterli öğe yok,사용 가능한 항목이 충분하지 않습니다.,Không có đủ mặt hàng có sẵn,पर्याप्त वस्तुएं उपलब्ध नहीं हैं,没有足够的物品,利用できる商品が不足しています,Nema dovoljno dostupnih predmeta,Нема довољно доступних предмета,Няма достатъчно налични артикули,Нема доволно достапни ставки,Není k dispozici dostatek položek,Der er ikke nok varer tilgængelige,Kohteita ei ole tarpeeksi,Det er ikke nok varer tilgjengelig,Det finns inte tillräckligt med artiklar,পর্যাপ্ত আইটেম উপলব্ধ নেই,Nincs elég tétel,Item tidak cukup tersedia,Nu sunt suficiente articole disponibile,Доступних предметів недостатньо,Brak dostępnych elementów,Nema dovoljno dostupnih predmeta,Nav pieejams pietiekami daudz vienumu,Walang sapat na mga item na magagamit,तेथे पुरेशी वस्तू उपलब्ध नाहीत,ત્યાં પર્યાપ્ત વસ્તુઓ ઉપલબ્ધ નથી,موارد کافی در دسترس نیست,لا توجد عناصر كافية متاحة,אין מספיק פריטים זמינים,کافی مقدار میں اشیاء دستیاب نہیں ہیں
public.checkout.offers.availableQuantity,Currently available,Actualmente disponible,Actuellement disponible,Gegenwärtig verfügbar,Attualmente disponibile,Disponível atualmente,Nu verkrijgbaar,Διαθέσιμα,Доступно в настоящее время,Şu anda mevcut,지금 사용 가능,Hiện đang có sẵn,वर्तमान में उपलब्ध,目前可用,現在利用可能,Trenutno dostupan,Тренутно доступан,Достъпен в момента,Моментално достапно,Momentálně dostupný,Tilgængelig i øjeblikket,Tällä hetkellä saatavilla,Tilgjengelig for øyeblikket,Tillgänglig för tillfället,বর্তমানে সহজলভ্য,Jelenleg elérhető,Tersedia saat ini,Disponibil acum,На даний момент доступний,Aktualnie dostępne,Trenutno dostupno,Pašlaik pieejams,Kasalukuyang magagamit,सध्या उपलब्ध आहे,હાલમાં ઉપલબ્ધ છે,در حال حاضر در دسترس است,متاح حاليا,כרגע זמין,فی الحال دستیاب
public.store.catalog.offer.characteristics.vegetarian,Vegetarian,Vegetariano,Végétarien,Vegetarier,Vegetariano,Vegetariano,Vegetarisch,Χορτοφάγικό,Вегетарианский,Vejetaryen,채식주의 자,Ăn chay,शाकाहारी,素食主义者,ベジタリアン,Vegetarijanac,Вегетаријанска,Вегетариански,Вегетаријанец,Vegetariánský,Vegetar,Kasvissyöjä,Vegetarisk,Vegetarian,নিরামিষ,Vegetáriánus,Vegetarian,Vegetarian,Вегетаріанська,Wegetariański,Vegetarijanska,Veģetārietis,Vegetarian,शाकाहारी,શાકાહારી,گیاه خواری,نباتي,צִמחוֹנִי,سبزی خور
public.store.catalog.offer.characteristics.vegan,Vegan,Vegano,Vegan,Vegan,Vegano,Vegan,Veganistisch,Vegan,Веганский,Vegan,비건,Thuần chay,शाकाहारी,素食主义者,ビーガン,Veganska,Веган,Веган,Вегански,Vegan,Vegansk,Vegaani,Vegansk,Vegan,ভেগান,Vegán,Vegan,Vegetarian,Веганське,Wegańskie,Vegan,Vegāns,Vegan,शाकाहारी,વેગન,وگان,نباتي,טִבעוֹנִי,ویگن
public.store.catalog.offer.characteristics.celery,Celery,Apio,Céleri,Sellerie,Sedano,Salsão,Selderij,Σέλινο,Сельдерей,Kereviz,셀러리,Rau cần tây,अजवायन,芹菜,セロリ,Celer,Целер,Целина,Целер,Celer,Selleri,Selleri,Selleri,Selleri,সেলারি,Zeller,Seledri,Țelină,Селера,Seler,Celer,Selerijas,Kintsay,भाजी किंवा कोशिंबीर बनवण्यासाठी उपयुक्त अशी एक वनस्पती,સેલરી,کرفس,كرفس,סלרי,اجوائن
public.store.catalog.offer.characteristics.wheat,Wheat,Trigo,Blé,Weizen,Grano,Trigo,Tarwe,Σιτάρι,Пшеницы,Buğday,밀,Lúa mì,गेहूँ,小麦,小麦,Pšenica,Пшеница,Пшеница,Wheито,Pšenice,Hvede,Vehnä,Hvete,Vete,গম,Búza,Gandum,Grâu,Пшениця,Pszenica,Pšenica,Kvieši,Trigo,गहू,ઘઉં,گندم,قمح,חיטה,گندم
public.store.catalog.offer.characteristics.crustaceans,Crustaceans,Crustáceos,Crustacés,Krebstiere,Crostacei,Crustáceos,Schaaldieren,Οστρακόδερμα,Ракообразные,Kabuklular,갑각류,Động vật giáp xác,क्रसटेशियन,甲壳类,甲殻類,Rakovi,Ракови,Ракообразни,Ракови,Korýši,Krebsdyr,Äyriäiset,Krepsdyr,Kräftdjur,ক্রাস্টেসিয়ানস,Rákfélék,Krustasea,Crustacee,Ракоподібні,Skorupiaki,Rakovi,Vēžveidīgie,Crustacean,क्रस्टेशियन्स,ક્રસ્ટેસીઅન્સ,سخت پوستان,القشريات,סרטנים,کرسٹیشینس
public.store.catalog.offer.characteristics.eggs,Eggs,Huevos,Des œufs,Eier,Uova,Ovos,Eieren,Αυγά,Яйца,Yumurtalar,달걀,Trứng,अंडे,蛋,卵,Jaja,Јаја,Яйца,Јајца,Vejce,Æg,Munat,Egg,Ägg,ডিম,Tojás,Telur,Ouă,Яйця,Jajka,Jaja,Olas,Mga itlog,अंडी,ઇંડા,تخم مرغ,بيض,ביצים,انڈے
public.store.catalog.offer.characteristics.fish,Fish,Pez,Poisson,Fisch,Pesce,Peixe,Vis,Ψάρι,Рыбы,Balık,물고기,Cá,मछली,鱼,魚,Riba,Рибе,Риба,Риба,Ryba,Fisk,Kalastaa,Fisk,Fisk,মাছ,Hal,Ikan,Peşte,Риба,Ryba,Riba,Zivis,Isda,मासे,માછલી,ماهی,سمك,דג,مچھلی
public.store.catalog.offer.characteristics.lupin,Lupin,Lupino,Lupin,Lupine,Lupino,Tremoço,Lupine,Λούπινο,Люпин,Acı bakla,이리 같은,Lupin,वृक,羽扇豆,ルピナス,Lupin,Лупин,Лупин,Лупин,Lupina,Lupin,Lupiini,Lupin,Lupin,লুপিন,Csillagfürt,Lupin,Lupin,Люпин,Łubin,Lupin,Lupīns,Lupin,ल्युपिन,લ્યુપિન,لوپین,الترمس,תוּרמוֹס,لیوپین
public.store.catalog.offer.characteristics.milk,Dairy,Leche,Lait,Milch,latte,Leite,Melk,Γαλακτοκομικά,Молоко,Süt,우유,Sữa,दूध,牛奶,乳製品,Mlijeko,Млеко,Мляко,Млеко,Mléko,Mælk,Maito,Melk,Mjölk,দুধ,Tej,susu,Lapte,Молоко,mleko,Mlijeko,Piens,Gatas,दूध,દૂધ,شیر,حليب,חלב,دودھ
public.store.catalog.offer.characteristics.molluscs,Molluscs,Moluscos,Les mollusques,Weichtiere,Molluschi,Moluscos,Weekdieren,Μαλάκια,Моллюски,Yumuşakçalar,연체 동물,Động vật thân mềm,मोलस्क,软体动物,軟体動物,Mekušci,Мекушци,Мекотели,Мекотели,Měkkýši,Bløddyr,Nilviäiset,Bløtdyr,Blötdjur,মল্লাস্কস,Puhatestűek,Moluska,Moluște,Молюски,Mięczaki,Mekušci,Mīkstmieši,Mga molusko,मोलस्क,મોલસ્ક,نرم تنان,الرخويات,רכיכות,مولسکس
public.store.catalog.offer.characteristics.mustard,Mustard,Mostaza,Moutarde,Senf,Mostarda,Mostarda,Mosterd,Μουστάρδα,Горчица,Hardal,머스타드,Mù tạc,सरसों,芥末,マスタード,Senf,Сенф,Горчица,Сенф,Hořčice,Sennep,Sinappi,Sennep,Senap,সরিষা,Mustár,Moster,Muştar,Гірчиця,Musztarda,Senf,Sinepes,Mustasa,मोहरी,સરસવ,خردل,خردل,חרדל,سرسوں
public.store.catalog.offer.characteristics.nuts,Nuts,Nueces,Des noisettes,Nüsse,Noccioline,Nozes,Noten,Ξηροί καρποί,Орехи,Fındık,견과류,Quả hạch,पागल,坚果类,ナッツ,Orašasti plodovi,Нутс,Ядки,Ореви,Ořechy,Nødder,Pähkinät,Nøtter,Nötter,বাদাম,Diófélék,Gila,Nuci,Горіхи,Orzechy,Nuts,Rieksti,Mga mani,नट,બદામ,آجیل,المكسرات,אֱגוֹזִים,گری دار میوے
public.store.catalog.offer.characteristics.peanuts,Peanuts,Miseria,Cacahuètes,Erdnüsse,Arachidi,Amendoim,Pinda's,Φιστίκια,Арахис,Yer fıstığı,땅콩,Đậu phộng,मूंगफली,花生,ピーナッツ,Kikiriki,Кикирики,Фъстъци,Кикирики,Arašídy,Jordnødder,Maapähkinät,Peanøtter,Jordnötter,চিনাবাদাম,Földimogyoró,Kacang kacangan,Arahide,Арахіс,Orzeszki ziemne,Kikiriki,Zemesrieksti,Mga mani,शेंगदाणे,મગફળી,بادام زمینی,الفول السوداني,בוטנים,مونگ پھلی
public.store.catalog.offer.characteristics.sesame,Sesame,Sésamo,Sésame,Sesam,Sesamo,Sésamo,Sesam,Σουσάμι,Кунжут,Susam,참깨,Mè,तिल,芝麻,ごま,Sezam,Сезам,Сусам,Сусам,Sezam,Sesam,Seesami,Sesam,Sesam,তিল,Szezám,Wijen,Susan,Кунжут,Sezam,Sezam,Sezams,Linga,तीळ,તલ,کنجد,سمسم,שׂוּמשׂוּם,تل
public.store.catalog.offer.characteristics.soya,Soya,Soja,Soya,Soja,Soia,Soja,Soja,Σόγια,Соя,Soya,콩,Đậu nành,सोया,大豆,大豆,Soja,Соја,Соя,Соја,Sója,Soya,Soija,Soya,Soja,সয়া,Szójabab,Kedelai,Soia,Соя,Soja,Soja,Soja,Si soya,सोया,સોયા,سویا,فول الصويا,סוֹיָה,سویا
public.store.catalog.offer.characteristics.sulphurDioxide,Sulphur Dioxide,Dióxido de azufre,Le dioxyde de soufre,Schwefeldioxid,Diossido di zolfo,Dióxido de enxofre,Zwaveldioxide,Διοξείδιο του θείου,Диоксид серы,Kükürt Dioksit,이산화황,Lưu huỳnh đi-ô-xít,सल्फर डाइऑक्साइड,二氧化硫,二酸化硫黄,Sumporov dioksid,Сумпор диоксид,Серен диоксид,Сулфур диоксид,Kysličník siřičitý,Svovldioxid,Rikkidioksidi,Svoveldioksid,Svaveldioxid,সালফার ডাই অক্সাইড,A kén-dioxid,Sulfur dioksida,Dioxid de sulf,Двоокис сірки,Dwutlenek siarki,Sumpor dioksid,Sēra dioksīds,Sulphur Dioxide,सल्फर डाय ऑक्साईड,સલ્ફર ડાયોક્સાઇડ,دی اکسید گوگرد,ثاني أكسيد الكبريت,גופרית דו-חמצנית,سلفر ڈائی آکسائیڈ
public.action.apply,Apply,Aplicar,Appliquer,Anwenden,Applicare,Aplique,Van toepassing zijn,Εφαρμογή,Применять,Uygulamak,대다,Ứng dụng,लागू,应用,適用する,Prijavite se,Применити,Приложи,Аплицирај,Aplikovat,ansøge,Käytä,Søke om,Tillämpa,প্রয়োগ করুন,Alkalmaz,Menerapkan,aplica,Подати заявку,Zastosować,Prijavite se,Piesakies,Mag-apply,अर्ज करा,લાગુ કરો,درخواست دادن,تطبيق,להגיש מועמדות,درخواست دیں
public.checkout.voucherCode,Enter a voucher code,Ingrese un código de cupón,Entrez un code de bon,Geben Sie einen Gutscheincode ein,Inserisci un codice voucher,Insira um código de voucher,Voer een vouchercode in,Κωδικός κουπονιού,Введите код ваучера,Bir kupon kodu girin,바우처 코드를 입력하세요.,Nhập mã phiếu thưởng,वाउचर कोड दर्ज करें,输入优惠券代码,クーポンコードを入力してください,Unesite kôd bona,Унесите код ваучера,Въведете код на ваучер,Внесете код на ваучер,Zadejte kód voucheru,Indtast en kuponkode,Anna kuponkikoodi,Skriv inn en kupongkode,Ange en kupongkod,একটি ভাউচার কোড লিখুন,Írja be az utalvány kódját,Masukkan kode voucher,Introduceți un cod voucher,Введіть код ваучера,Wpisz kod kuponu,Unesite kod vaučera,Ievadiet kupona kodu,Magpasok ng isang voucher code,एक व्हाउचर कोड प्रविष्ट करा,વાઉચર કોડ દાખલ કરો,کد کوپن را وارد کنید,أدخل رمز القسيمة,הזן קוד שובר,واؤچر کوڈ درج کریں
public.checkout.errors.invalidVoucherCode,The voucher code is invalid,El código del cupón no es válido.,Le code du bon n'est pas valide,Der Gutscheincode ist ungültig,Il codice del voucher non è valido,O código do voucher é inválido,De vouchercode is ongeldig,Ο κωδικός κουπονιού δεν είναι έγκυρος,Код ваучера недействителен,Kupon kodu geçersiz,바우처 코드가 잘못되었습니다.,Mã phiếu thưởng không hợp lệ,वाउचर कोड अमान्य है,优惠券代码无效,クーポンコードが無効です,Kôd bona nije važeći,Код ваучера је неважећи,Кодът на ваучера е невалиден,Кодот на ваучерот е неважечки,Kód poukazu je neplatný,Kuponkoden er ugyldig,Kuponkikoodi on virheellinen,Kupongkoden er ugyldig,Kupongkoden är ogiltig,ভাউচার কোডটি অবৈধ,Az utalvány kód érvénytelen,Kode voucher tidak valid,Codul voucherului este nevalid,Код ваучера недійсний,Kod kuponu jest nieprawidłowy,Kôd vaučera je nevažeći,Kupona kods nav derīgs,Ang code ng voucher ay hindi wasto,व्हाउचर कोड अवैध आहे,વાઉચર કોડ અમાન્ય છે,کد کوپن معتبر نیست,رمز القسيمة غير صالح,קוד השובר אינו חוקי,واؤچر کوڈ غلط ہے
public.checkout.validVoucherCode,The voucher code is valid,El código del cupón es válido,Le code du bon est valide,Der Gutscheincode ist gültig,Il codice del buono è valido,O código do voucher é válido,De vouchercode is geldig,Ο κωδικός κουπονιού είναι έγκυρος,Код ваучера действителен,Kupon kodu geçerlidir,바우처 코드가 유효합니다,Mã voucher hợp lệ,वाउचर कोड मान्य है,优惠券代码有效,クーポンコードは有効です,Kôd bona je valjan,Код ваучера је важећи,Кодът на ваучера е валиден,Ваучер кодот е валиден,Kód poukazu je platný,Kuponkoden er gyldig,Kuponkikoodi on kelvollinen,Kupongkoden er gyldig,Kupongkoden är giltig,ভাউচার কোডটি বৈধ,Az utalvány kód érvényes,Kode voucher valid,Codul voucherului este valid,Код ваучера дійсний,Kod kuponu jest ważny,Kôd vaučera je važeći,Vaučera kods ir derīgs,Ang voucher code ay wasto,व्हाउचर कोड वैध आहे,વાઉચર કોડ માન્ય છે,کد کوپن معتبر است,كود القسيمة صالح,קוד השובר תקף,واؤچر کوڈ درست ہے
public.checkout.errors.INVALID_INPUT,Error processing the provided details.,Error al procesar los detalles proporcionados.,Erreur lors du traitement des détails fournis.,Fehler beim Verarbeiten der angegebenen Details.,Errore durante l'elaborazione dei dettagli forniti.,Erro ao processar os detalhes fornecidos.,Fout bij het verwerken van de verstrekte details.,Παρουσιαστηκε σφάλμα κατά την επεξεργασία των δεδομένων,Ошибка обработки предоставленных данных.,Sağlanan ayrıntılar işlenirken hata oluştu.,제공된 세부 정보를 처리하는 중에 오류가 발생했습니다.,Lỗi khi xử lý các chi tiết được cung cấp.,दिए गए विवरणों को संसाधित करने में त्रुटि।,处理提供的详细信息时出错。,処理中にエラーが発生しました。,Pogreška pri obradi navedenih podataka.,Грешка при обради наведених података.,Грешка при обработката на предоставените подробности.,Грешка во обработката на дадените детали.,Při zpracování poskytnutých podrobností došlo k chybě.,Fejl ved behandling af de angivne detaljer.,Virhe toimitettujen tietojen käsittelyssä.,Feil ved behandling av oppgitte detaljer.,Fel vid bearbetning av de angivna uppgifterna.,প্রদত্ত বিবরণগুলি প্রক্রিয়া করার সময় ত্রুটি।,Hiba történt a megadott részletek feldolgozása során.,Terjadi kesalahan saat memproses detail yang diberikan.,Eroare la procesarea detaliilor furnizate.,Помилка обробки наданих даних.,Błąd podczas przetwarzania podanych informacji.,Greška pri obradi danih podataka.,"Apstrādājot sniegto informāciju, radās kļūda.",Error sa pagproseso ng mga ibinigay na detalye.,प्रदान केलेल्या तपशीलांवर प्रक्रिया करताना त्रुटी.,પ્રદાન કરેલી વિગતો પર પ્રક્રિયા કરવામાં ભૂલ.,خطا در پردازش جزئیات ارائه شده,خطأ في معالجة التفاصيل المقدمة.,שגיאה בעיבוד הפרטים שסופקו.,فراہم کردہ تفصیلات پر کارروائی کرنے میں خامی۔
